id,student_id,email,password_hash,is_active,created_at,updated_at
2d3907d2-c332-4583-a8c6-8e161bbc32bd,S00001,sanjay.kumar001@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
12d47a2e-462d-4907-aedd-131197ed66fa,S00002,rohit.nair002@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b3b4a8d5-8e79-41eb-9434-f4e2ac9fa7c4,S00003,divya.das003@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
c8cbc4e8-3b14-49b7-a760-bd1ed31aae36,S00004,akhil.reddy004@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
aca04559-f9d3-42c7-bd16-4453da71f020,S00005,sreya.reddy005@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
3dac3ff5-c6b0-43e7-87d2-d130634711d8,S00006,neha.patel006@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
48579df6-e2e5-464f-99c8-0d29dfe7845e,S00007,kiran.das007@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
e3452546-f579-4b56-b65e-84b3ddb1e900,S00008,vishnu.reddy008@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7832720e-4566-4176-bd7d-cbab7b4fd727,S00009,akhil.das009@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
624ca348-308e-46be-9b09-ebc880c36f3b,S00010,aishwarya.patel010@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
3a559e84-84f5-4ea0-9414-43767c5b6897,S00011,neha.gupta011@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
996ca75c-9dc0-4ffb-9b73-058c28800e16,S00012,akhil.gupta012@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
370c4883-c21b-4f83-b7e7-2503287c2ed9,S00013,divya.reddy013@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
fa355566-ebc5-4644-999c-5e7c6d8b59ef,S00014,rohit.sharma014@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
a299ed52-499f-429e-86e7-d8947c7c9943,S00015,sanjay.das015@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
692d1815-011e-4e68-b130-acf2431d4d6e,S00016,aishwarya.nair016@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
53e4aea9-d7b7-479e-9423-410ee2dbe17d,S00017,aditya.sharma017@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
1ef37dfe-4fd9-4a5c-84dd-9fd6255223f5,S00018,sreya.reddy018@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d45b6f34-8820-4bae-bcc9-99f4fce2680a,S00019,sneha.sharma019@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
a2491596-fc1e-4320-a4f3-4a0afc97f7d8,S00020,rahul.reddy020@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
3e078287-e8df-4c06-b5c2-88fd26556b63,S00021,sneha.sharma021@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
8fe2d29b-50bc-4f51-86ee-d02e89d25e2e,S00022,divya.iyer022@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
682e064a-4cea-4c68-b6ff-503d978e4d87,S00023,sneha.pillai023@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
526004a9-c725-48c4-8bea-fb7b37b814a2,S00024,vishnu.reddy024@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ea4c9133-3653-4ba2-8fb4-22bd5604deaf,S00025,divya.das025@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f00631de-d4b7-45fa-8e19-324f73017aef,S00026,vishnu.gupta026@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7e8cc547-8abe-4eba-9a24-c68b202f6944,S00027,rahul.menon027@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7cc8c40a-f093-45e7-b293-fc38c22d41aa,S00028,priya.patel028@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
dc055915-b1ba-4624-b464-e687948257fe,S00029,sneha.patel029@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
48b15d83-cae7-478d-919c-dc670f09a3ac,S00030,sreya.kumar030@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
736b6e41-2c6a-4c89-b611-706cc4e77a4d,S00031,anjali.menon031@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
d0b3b69f-b593-4338-a881-4afb96e4a438,S00032,kiran.pillai032@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b2354983-1c0b-417a-bd6d-a3810aad7a12,S00033,meera.nair033@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
b0db2747-7030-4151-8535-59c6259d14bf,S00034,meera.patel034@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
17dd3097-f313-4957-995a-b832f0cc8726,S00035,aishwarya.nair035@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
ec8e6aa6-695f-4a06-8938-ac319dd2b115,S00036,kavya.kumar036@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
67a8d504-1e45-44ce-9b39-d9012c3a7da6,S00037,anand.reddy037@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
31e91143-cdde-41de-b40a-b1e6f3cf2650,S00038,divya.menon038@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
de74e3df-40f6-4cd2-b41e-f4b0871f0122,S00039,akhil.gupta039@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
92ddfcd7-60f5-4fcf-af44-c2b39c50dacc,S00040,kavya.gupta040@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
539feb6c-5be0-4001-ba8d-71a31173b0a0,S00041,meera.patel041@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
8cb98e53-58e8-4825-975a-29fc23786765,S00042,sreya.reddy042@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
f7c7b6c9-b1be-4824-b4b6-badb4f8110eb,S00043,aishwarya.pillai043@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
42bbc1bd-6e4e-43ec-94e4-14ec05e91690,S00044,rohit.reddy044@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
11039b79-e23a-4c1a-9f52-3b8b49895897,S00045,arjun.patel045@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
12022af6-4abe-4072-a37c-2dd8daba04ce,S00046,arjun.menon046@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
401a95b1-c02b-4e83-ba1c-822b1ea7c42f,S00047,akhil.kumar047@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7cd7bb0b-0540-4077-83de-8c0d2f1f31a9,S00048,meera.reddy048@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
5b5c61c6-0495-4a48-b0ee-cb45aa8010dd,S00049,aditya.gupta049@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
826fe079-80f9-4b63-876b-3fa491524f98,S00050,rohit.pillai050@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
7c499f9a-f8c2-4511-9061-de2a90852742,S00051,sanjay.menon051@college.edu,,True,2026-01-18 06:26:44.739415+00:00,2026-01-18 06:26:44.739415+00:00
