user_id,student_id,email,password_hash,is_active,user_created_at,profile_id,name,branch,semester,interests,profile_created_at
7c6163d6-e16e-4840-b690-f5238dd111df,S00001,sanjay.kumar001@college.edu,,True,2026-01-18 06:57:45.877379+00:00,8191f442-17ad-41e1-8761-8962cb266aa2,Sanjay Kumar,IT,4,,2026-01-18 06:57:45.877379+00:00
117bf98b-0bfd-4144-8066-3cca6ba9970a,S00002,rohit.nair002@college.edu,,True,2026-01-18 06:57:45.877379+00:00,a3d557ce-07c3-40ae-a997-447c5a6bf4cb,Rohit Nair,CSE,2,,2026-01-18 06:57:45.877379+00:00
4a52f739-a141-4018-8bbd-87e1aa7fc6cc,S00003,divya.das003@college.edu,,True,2026-01-18 06:57:45.877379+00:00,4b7beef4-2abd-475e-808f-13f5f1ef2711,Divya Das,CSE,1,,2026-01-18 06:57:45.877379+00:00
dcf3be25-632d-4834-801d-997a32175989,S00004,akhil.reddy004@college.edu,,True,2026-01-18 06:57:45.877379+00:00,cee82c6f-4302-48bf-b8fc-7361ea3861ae,Akhil Reddy,ECE,1,,2026-01-18 06:57:45.877379+00:00
cb35b9b6-c3f6-4b53-9084-876092a07b52,S00005,sreya.reddy005@college.edu,,True,2026-01-18 06:57:45.877379+00:00,9630ff93-b21a-4f60-b0c5-184cf1e854c5,Sreya Reddy,AI&ML,4,,2026-01-18 06:57:45.877379+00:00
d964e3e1-6a81-4022-869a-649d8044ea2b,S00006,neha.patel006@college.edu,,True,2026-01-18 06:57:45.877379+00:00,c92c1ff6-6084-4b63-ac0e-e218e1ece017,Neha Patel,IT,1,,2026-01-18 06:57:45.877379+00:00
ae918b28-df7b-4870-b453-ca1bb416a9ff,S00007,kiran.das007@college.edu,,True,2026-01-18 06:57:45.877379+00:00,3023f452-f689-4a2c-b998-05531e0490ea,Kiran Das,IT,5,,2026-01-18 06:57:45.877379+00:00
fe112a6d-1412-48ea-ba2e-e4a05f129292,S00008,vishnu.reddy008@college.edu,,True,2026-01-18 06:57:45.877379+00:00,722fb12b-75fc-41ef-8e1f-a55fbdd6f033,Vishnu Reddy,IT,2,,2026-01-18 06:57:45.877379+00:00
f4887c49-783f-48c0-9a6d-8ee48ab1337e,S00009,akhil.das009@college.edu,,True,2026-01-18 06:57:45.877379+00:00,f3daac44-7975-4512-971c-377ccebe8414,Akhil Das,CSE,6,,2026-01-18 06:57:45.877379+00:00
fc2bb336-e926-41ec-9ec3-609f3bc01105,S00010,aishwarya.patel010@college.edu,,True,2026-01-18 06:57:45.877379+00:00,c284de11-7b96-4709-9445-33b88901e5ff,Aishwarya Patel,IT,1,,2026-01-18 06:57:45.877379+00:00
a551f469-6e18-476b-8bef-03ec05eebcf3,S00011,neha.gupta011@college.edu,,True,2026-01-18 06:57:45.877379+00:00,9df18538-314f-4124-afe2-07e0804dcd56,Neha Gupta,CSE,7,,2026-01-18 06:57:45.877379+00:00
15e0a5ac-cc89-446d-a1e7-1b2b4c137ec2,S00012,akhil.gupta012@college.edu,,True,2026-01-18 06:57:45.877379+00:00,b73c6f1c-4480-47e4-a70c-9be63c5fcdff,Akhil Gupta,IT,6,,2026-01-18 06:57:45.877379+00:00
c08d6061-cb9b-4ed0-a5dd-242c2df786ce,S00013,divya.reddy013@college.edu,,True,2026-01-18 06:57:45.877379+00:00,113200e1-1b3d-46dc-914c-26aa1542b801,Divya Reddy,CSE,1,,2026-01-18 06:57:45.877379+00:00
fd8c6ade-872b-462c-927c-b7cdba73e1ca,S00014,rohit.sharma014@college.edu,,True,2026-01-18 06:57:45.877379+00:00,5701e905-3df2-4fe2-b19b-4eb5e47307ab,Rohit Sharma,CSE,4,,2026-01-18 06:57:45.877379+00:00
c9f31976-7d79-4cd2-a6c7-e9a97d4dcd79,S00015,sanjay.das015@college.edu,,True,2026-01-18 06:57:45.877379+00:00,504231f2-9a46-4e86-9b5a-bb454623dce0,Sanjay Das,IT,8,,2026-01-18 06:57:45.877379+00:00
78478a2e-6e7c-4a64-86c1-8c07abe53fee,S00016,aishwarya.nair016@college.edu,,True,2026-01-18 06:57:45.877379+00:00,a8156535-9e2f-4f8c-93c0-b7215fe71e86,Aishwarya Nair,IT,6,,2026-01-18 06:57:45.877379+00:00
65c3cd46-b851-4a90-916e-85d34890b720,S00017,aditya.sharma017@college.edu,,True,2026-01-18 06:57:45.877379+00:00,1a98fc85-72d2-4abf-b5f8-411ff52eb298,Aditya Sharma,CSE,3,,2026-01-18 06:57:45.877379+00:00
c2fc6c74-ebf9-43a9-911b-55fe4e5f5612,S00018,sreya.reddy018@college.edu,,True,2026-01-18 06:57:45.877379+00:00,80609abe-9606-4159-aaae-4e50d62d8d98,Sreya Reddy,ECE,8,,2026-01-18 06:57:45.877379+00:00
8f9cd80c-eae5-4eff-849b-5e8f78c48558,S00019,sneha.sharma019@college.edu,,True,2026-01-18 06:57:45.877379+00:00,8f2872d5-2484-4328-9423-bceab39df195,Sneha Sharma,ECE,6,,2026-01-18 06:57:45.877379+00:00
b6376a8d-32eb-4242-bf72-9e7862d4f298,S00020,rahul.reddy020@college.edu,,True,2026-01-18 06:57:45.877379+00:00,7a626b10-45e8-4804-902d-178f7ec2328e,Rahul Reddy,CSE,6,,2026-01-18 06:57:45.877379+00:00
ab50c685-186a-4f68-801a-2e27f02de112,S00021,sneha.sharma021@college.edu,,True,2026-01-18 06:57:45.877379+00:00,af633515-3488-4779-9b3d-26818de41edf,Sneha Sharma,CSE,4,,2026-01-18 06:57:45.877379+00:00
7859fdce-b2b6-4719-8816-f20dda8f329a,S00022,divya.iyer022@college.edu,,True,2026-01-18 06:57:45.877379+00:00,847b7f5a-df4e-4f0b-8e27-5a8e62517d11,Divya Iyer,ECE,8,,2026-01-18 06:57:45.877379+00:00
52ec010e-49fc-4cc4-8e67-d42c40dd1596,S00023,sneha.pillai023@college.edu,,True,2026-01-18 06:57:45.877379+00:00,d325bfc0-da5b-411d-bd09-d9bad2c43fbe,Sneha Pillai,ECE,5,,2026-01-18 06:57:45.877379+00:00
932c59dc-08fd-498c-a728-5dfcf68b6555,S00024,vishnu.reddy024@college.edu,,True,2026-01-18 06:57:45.877379+00:00,5467db53-d380-48c7-badb-dc91bd4468ef,Vishnu Reddy,IT,7,,2026-01-18 06:57:45.877379+00:00
e0b28d76-eca7-437b-b7a2-48b37e76c46e,S00025,divya.das025@college.edu,,True,2026-01-18 06:57:45.877379+00:00,298cc48e-9dc6-42f3-bb2f-deedfea71d51,Divya Das,IT,4,,2026-01-18 06:57:45.877379+00:00
97574e1c-9be2-4824-a7eb-62309dbc2049,S00026,vishnu.gupta026@college.edu,,True,2026-01-18 06:57:45.877379+00:00,7c6e6b10-6e04-4b88-bf51-70bf7298a165,Vishnu Gupta,AI&ML,2,,2026-01-18 06:57:45.877379+00:00
07b69ef1-58bb-4cb3-ba37-edb5ee686cf0,S00027,rahul.menon027@college.edu,,True,2026-01-18 06:57:45.877379+00:00,1ed19f06-8855-4cc0-982b-67e098bf966a,Rahul Menon,ECE,3,,2026-01-18 06:57:45.877379+00:00
b0b14db0-c06f-4c3d-a814-ce90ff170538,S00028,priya.patel028@college.edu,,True,2026-01-18 06:57:45.877379+00:00,d576065d-efb8-41c9-9bd0-a03eebf8f32b,Priya Patel,CSE,7,,2026-01-18 06:57:45.877379+00:00
48943afb-f613-4e58-a74a-3f916a21d2ed,S00029,sneha.patel029@college.edu,,True,2026-01-18 06:57:45.877379+00:00,24ad4c09-f643-4de3-a707-e3be44fbc03d,Sneha Patel,AI&ML,5,,2026-01-18 06:57:45.877379+00:00
1bcd1502-efa2-4cb2-8da8-bf772306e2b4,S00030,sreya.kumar030@college.edu,,True,2026-01-18 06:57:45.877379+00:00,7cb28ea6-2316-45f6-92d5-4341d8c2316e,Sreya Kumar,CSE,5,,2026-01-18 06:57:45.877379+00:00
efda3b99-b327-4e62-a002-5c4d042d1571,S00031,anjali.menon031@college.edu,,True,2026-01-18 06:57:45.877379+00:00,893634d5-a8e0-47c0-ac45-48fd9adecc45,Anjali Menon,IT,7,,2026-01-18 06:57:45.877379+00:00
5a1cc277-1bb4-4c52-b146-836c08fd9427,S00032,kiran.pillai032@college.edu,,True,2026-01-18 06:57:45.877379+00:00,45501966-a522-480f-8f26-2be612e3ac53,Kiran Pillai,CSE,5,,2026-01-18 06:57:45.877379+00:00
eb285b9e-5837-4454-bf5a-3b416af8aa4c,S00033,meera.nair033@college.edu,,True,2026-01-18 06:57:45.877379+00:00,f44ea535-1b54-489f-bed3-a5c993b108fe,Meera Nair,CSE,5,,2026-01-18 06:57:45.877379+00:00
0bb54817-1c22-4533-974a-fd403df562be,S00034,meera.patel034@college.edu,,True,2026-01-18 06:57:45.877379+00:00,711814a6-2044-4564-b13f-bc5892adaeaf,Meera Patel,ECE,3,,2026-01-18 06:57:45.877379+00:00
dc6e4da3-11d6-4980-8d86-c374f145fb58,S00035,aishwarya.nair035@college.edu,,True,2026-01-18 06:57:45.877379+00:00,ae37e602-3f82-4553-96a0-ba715a0b051c,Aishwarya Nair,CSE,6,,2026-01-18 06:57:45.877379+00:00
b51497b3-4b1a-46be-bbfa-1f1cb96e2f64,S00036,kavya.kumar036@college.edu,,True,2026-01-18 06:57:45.877379+00:00,c2f0944d-c772-46ff-ba80-c0c51e727140,Kavya Kumar,CSE,6,,2026-01-18 06:57:45.877379+00:00
274cffd3-4883-44e9-909b-30c97dc17eee,S00037,anand.reddy037@college.edu,,True,2026-01-18 06:57:45.877379+00:00,fbab2ec7-6657-42c0-bd87-da478a226357,Anand Reddy,CSE,4,,2026-01-18 06:57:45.877379+00:00
61d6ac8d-e677-4ba4-90c4-8a55b8d281e5,S00038,divya.menon038@college.edu,,True,2026-01-18 06:57:45.877379+00:00,7aa2f9a4-9bd5-4754-95a1-56f3409eefeb,Divya Menon,CSE,8,,2026-01-18 06:57:45.877379+00:00
