id,student_id,email,password_hash,is_active,created_at,updated_at
0fa1d8cb-6ed9-41c0-9d12-483a32b5a89b,S00001,sanjay.kumar001@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
d9bed884-e901-4381-8de9-dbcede9abc28,S00002,rohit.nair002@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
dd239b49-8b8b-402e-9098-95a1b806a695,S00003,divya.das003@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
22fac74b-4f35-444f-be86-ab3a18867abe,S00004,akhil.reddy004@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
f40b98ef-9304-4b7c-a039-a3c0ec506819,S00005,sreya.reddy005@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
8715349c-aeaa-4f9f-b6ee-c7f141ae4324,S00006,neha.patel006@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
ce9eaeed-d4bf-4e02-8a16-91dc510bb81a,S00007,kiran.das007@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
56a79678-8a27-4758-8e56-539d38e365c9,S00008,vishnu.reddy008@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
59046d05-8b1b-4fad-b9de-d66a9fb62ad4,S00009,akhil.das009@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
fd877df5-ea0c-43ac-a051-2f3d9ed5dd84,S00010,aishwarya.patel010@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
93666853-289d-40ed-a415-021c16a36438,S00011,neha.gupta011@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
da6b2869-ad82-4252-845b-3799bcde3db0,S00012,akhil.gupta012@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
4352100b-93e1-4138-b3e8-b46ff6c3a394,S00013,divya.reddy013@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
c747abc1-a592-45e8-b471-f25607c8a7a9,S00014,rohit.sharma014@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
6dab13ba-f413-4286-a5d6-0a58f88adaee,S00015,sanjay.das015@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
aea4862e-6de0-4aea-ab81-43fd9ab5467b,S00016,aishwarya.nair016@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
58ffc681-8339-4c2f-be0f-2a6bd281879f,S00017,aditya.sharma017@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
36377435-cf49-4124-afd1-2fc6374136ff,S00018,sreya.reddy018@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
df396e44-b441-4a61-a0af-c600767cb345,S00019,sneha.sharma019@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
19ac0fe4-cbb7-495f-89e8-f06c8c59c00d,S00020,rahul.reddy020@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
2dc2f6ed-60cd-4e5e-8a02-3e7322a54976,S00021,sneha.sharma021@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
f85b2d33-7ef6-4530-add6-1460eb715362,S00022,divya.iyer022@college.edu,,True,2026-01-18 06:38:49.214775+00:00,2026-01-18 06:38:49.214775+00:00
